Minisector,VER,NOR,Fastest
0,294.4576261653816,311.0130436173913,NOR
1,302.81344703030305,319.46187504,NOR
2,274.91658168515954,287.0947178236827,NOR
3,116.5559887102037,115.27787884772908,VER
4,235.30526033582981,227.43536355171094,VER
5,275.00538267826084,269.85285221587304,VER
6,216.0401214967742,211.42129573244392,VER
7,175.7923904135152,176.2120497009009,NOR
8,221.02011490434595,220.63822895087878,VER
9,230.19540229885058,224.5854167822222,VER
10,121.0517451891487,115.08884706161493,VER
11,235.3571898749347,230.58780995724248,VER
12,122.25852775091576,116.44729153632133,VER
13,229.36143589935403,224.6544646857143,VER
14,277.56175584126987,271.5289855072464,VER
15,224.37404352261382,219.318450865745,VER
16,208.95878018376268,204.21697388632873,VER
17,259.92374101277505,252.6208333037037,VER
18,206.5908190486931,198.61743874822318,VER
19,193.75191090042324,189.2970490872953,VER
20,269.9719143198738,265.27109200643935,VER
21,286.4862318376812,284.764384984127,VER
22,170.13315166615345,170.09741921463493,VER
23,221.75406953873247,214.33913755223605,VER
24,280.35779323873527,271.1982639301587,VER
25,293.78333333333336,285.2875008,VER
