Minisector,VER,PIA,Fastest
0,252.26308827875556,253.06232700391536,PIA
1,215.57867562410786,206.02886315649647,VER
2,211.740825971447,203.22941095236658,VER
3,259.5883828383216,260.6706580296414,PIA
4,274.82538224438673,277.10317562666665,PIA
5,288.16955300442544,290.2856469819883,PIA
6,165.09836875851852,157.43621763299095,VER
7,167.30768815349,184.34151455421878,PIA
8,265.0246310575469,270.7688894485024,PIA
9,291.3144072692917,297.2614523273129,PIA
10,302.0975440795767,309.520735339085,PIA
11,300.97999561500814,308.33150788437763,PIA
12,115.75609935368928,107.9742288471242,VER
13,189.33471498828283,188.71512940911418,VER
14,269.72361757056274,271.285761565291,PIA
15,290.1500854128104,298.7632834807017,PIA
16,296.0570668960401,302.96682331936506,PIA
17,187.8679464246349,179.9791563197383,VER
18,218.10924360691357,218.6873936136127,PIA
19,266.68083733491346,268.43948128919124,PIA
20,153.68912325917609,156.99322786649947,PIA
21,148.7173577175713,144.1698641354131,VER
22,219.7426151256733,224.89007167215956,PIA
23,237.58366071122154,221.65068177473015,VER
24,162.99287449821276,160.33836492412811,VER
25,226.3249984,,VER
