Minisector,LEC,NOR,Fastest
0,282.89616201145134,281.3803849287982,LEC
1,225.0196896121905,220.19576184761902,LEC
2,112.96005787010789,114.19425203654153,NOR
3,203.4426747604396,200.33066457104294,LEC
4,175.22314881173043,169.70087287511583,LEC
5,226.6729352626087,222.32363525079367,LEC
6,280.91931316494805,279.5233390596491,LEC
7,296.3399141502645,297.5671453674309,NOR
8,170.58416674370372,163.83593159480517,LEC
9,124.69237088349608,122.51845947151173,LEC
10,135.82114998663783,138.13796114459217,NOR
11,197.80151183004097,205.56505703280422,NOR
12,213.2996434140007,201.71299538546398,LEC
13,130.56868998706926,131.2553462008124,NOR
14,146.69977601635665,131.49950920054152,LEC
15,128.803929305831,147.2466295058491,NOR
16,256.17859352,260.3542227384588,NOR
17,143.28660864860728,135.21826701375045,LEC
18,210.38191391648354,211.96620020663758,NOR
19,133.87238571154634,126.65219213954444,LEC
20,148.87303717065637,142.38239488995484,LEC
21,126.75294579820229,125.93952889613688,LEC
22,155.90821524424783,162.74708219041847,NOR
23,224.7355825756347,216.29526266666667,LEC
24,242.33055547936505,243.38481299570054,NOR
25,268.7875008,,LEC
