Minisector,NOR,ALO,Fastest
0,253.10451822248342,250.07524804883704,NOR
1,218.06458803960365,215.79472929807292,NOR
2,212.8159034983492,205.49907538139107,NOR
3,263.1110624171683,260.3254386767148,NOR
4,276.4769380849879,274.4084656572618,NOR
5,291.99848800530845,289.9088754061396,NOR
6,160.45885959208275,158.666559068585,NOR
7,183.39565520354748,184.79114868631362,ALO
8,269.8288757814133,267.9346333112782,NOR
9,296.846020779861,293.185985852919,NOR
10,307.363416349052,305.16730032100986,NOR
11,303.6007544084474,301.3580854095238,NOR
12,108.78070653383969,105.93962070103511,NOR
13,187.29732370265566,189.63285060767015,ALO
14,268.953814552449,268.10284225157477,NOR
15,295.718076585996,292.45372499939236,NOR
16,295.7243716305577,293.4232576094063,NOR
17,194.00916009466417,183.59468414212927,NOR
18,221.3817182521549,222.09175023039572,ALO
19,273.08092109545146,268.4962793105689,NOR
20,150.35220498071118,145.4729202709308,NOR
21,147.3714603949671,143.2486667209573,NOR
22,224.24314395249814,220.4556098771327,NOR
23,233.9646610437741,224.70054732578092,NOR
24,161.2627747628191,161.78681827166002,ALO
