Minisector,NOR,ALO,Fastest
0,257.12821594525565,252.1867953643435,NOR
1,215.21088249915928,214.16069996744932,NOR
2,211.6397770006499,204.68523235178128,NOR
3,260.53443721285385,260.12492657700653,NOR
4,274.2883250370899,274.73984689132124,ALO
5,280.1641304115942,291.11460237799156,ALO
6,167.19632385284226,165.0282813547963,NOR
7,189.89390736987698,177.18719625901943,NOR
8,268.28382299188473,265.741633892987,NOR
9,288.84704793282907,291.2595865464082,ALO
10,295.2996126210737,302.67110841848455,ALO
11,290.29696418044887,305.0160683323407,ALO
12,116.90089127235072,114.2619167361002,NOR
13,192.7596600153604,182.0805950056889,NOR
14,270.2989371672861,269.57824125428033,NOR
15,290.9640367649027,295.08169468575653,ALO
16,290.3817422081738,302.15725433347706,ALO
17,185.87000460365755,184.7883432268495,NOR
18,225.1614140538681,219.27605827933377,NOR
19,263.91535843048814,260.77652470747313,NOR
20,157.56717464494287,155.2804351316872,NOR
21,151.16534806301541,146.27173694332632,NOR
22,220.72001896159276,217.79942383177737,NOR
23,228.79895819862534,231.43491153790157,ALO
24,164.1480099044242,160.76724007236248,NOR
25,,226.21338741828612,ALO
