Minisector,VER,HAM,Fastest
0,235.51600593748864,233.4211136098328,VER
1,284.93366626133337,286.2251146842491,HAM
2,299.4076666819048,302.2924815688801,HAM
3,303.1604167111111,310.06509746147185,HAM
4,271.0021038576538,267.4001627548874,VER
5,169.59392200221484,168.11673289961513,VER
6,264.12082825393014,262.04606341313126,VER
7,283.029999872,275.41585719466667,VER
8,212.78995105065945,213.30352548030731,HAM
9,222.3004831580402,223.3174250989899,HAM
10,183.07887509435565,181.61203330435453,VER
11,228.24548887445675,225.2570519425089,VER
12,208.8970740345679,202.352527931684,VER
13,217.47376443648227,209.14623852290902,VER
14,223.20410844292772,221.2287953809524,VER
15,177.9362452476111,180.2114919751905,HAM
16,247.6613030592819,250.210844682136,HAM
17,287.40788064914284,291.10835740038095,HAM
18,302.177833216,306.00923923478257,HAM
19,294.2222240888889,282.5797818498042,VER
20,131.68841460952382,130.04995705304665,VER
21,162.85817933037626,156.90491907932588,VER
22,148.47892751580514,151.89383887629916,HAM
23,204.56556267537414,199.48892672695592,VER
24,145.9797071982381,144.7348735857355,VER
25,180.49166293333334,187.96249706666666,HAM
