Minisector,VER,OCO,Fastest
0,280.7126043615638,278.34002788142146,VER
1,291.61678321678323,289.17610892751884,VER
2,295.77252367575755,294.69793201777776,VER
3,292.2677972050125,293.35934274091505,OCO
4,163.71980491190502,159.9448364334226,VER
5,199.46453687739103,200.5717172591078,OCO
6,220.0264831663192,220.015049624315,VER
7,258.3151546554071,259.55976449046057,OCO
8,243.69983588647955,240.96001689606055,VER
9,154.02419859000474,150.03950391633228,VER
10,217.73046449211694,219.89136342749015,OCO
11,128.06225870946147,128.25218836450227,OCO
12,228.43309584018144,225.58929501333333,VER
13,170.38565360511234,166.30582364641162,VER
14,206.08154480601516,208.09010197920153,OCO
15,224.99169437814936,225.10026385167563,OCO
16,254.79309614351826,248.80001738558795,VER
17,280.765125772549,277.7665700610128,VER
18,140.56592095784535,143.9337525241582,OCO
19,161.22212289646868,158.66795152814132,VER
20,139.98255576389414,137.95135473346699,VER
21,149.05532816063905,150.00186417219766,OCO
22,108.55030472421406,106.66608779375277,VER
23,216.06336578636436,211.77648271070913,VER
24,262.6701913615111,258.51433724644465,VER
25,274.7053952222577,270.8427416774194,VER
