Minisector,HAM,ALO,Fastest
0,278.70165003519134,272.97746389932155,HAM
1,297.99230106478325,294.6012152,HAM
2,294.27604732026714,293.4722822971362,HAM
3,186.72728923977766,176.03832429931973,HAM
4,119.81700245475825,117.95995084810124,HAM
5,236.18884538494623,232.02983790107527,HAM
6,285.4973260576535,276.53767063812495,HAM
7,296.5652776,284.5046667093333,HAM
8,181.90195095321263,179.83481671526746,HAM
9,142.27977935667357,137.27012855149735,HAM
10,248.88520228045977,246.55958254222224,HAM
11,288.5971199918777,285.41264657677124,HAM
12,298.5468993968254,295.52048635555553,HAM
13,277.96656506765027,277.9413580246914,HAM
14,297.667067454164,294.30268135238947,HAM
15,300.5436257206349,293.6102386895238,HAM
16,252.6366508514666,251.11910842006017,HAM
17,225.55168322480617,221.9676144095238,HAM
18,280.59785111622693,273.59143383351727,HAM
19,302.4512155111111,293.1281665706667,HAM
20,303.53896512378157,291.7405958952523,HAM
21,235.7536632190476,228.55954293809523,HAM
22,261.82231701694866,252.66210126613643,HAM
23,142.11763170990167,140.0124193162663,HAM
24,211.86813885490196,206.24054270693875,HAM
25,258.5833386666667,255.16875040000002,HAM
