Minisector,VER,BOT,Fastest
0,279.1506405147836,271.9114151786667,VER
1,116.7037704653231,109.69588035089699,VER
2,154.97602495568253,161.6796339703704,BOT
3,216.8477452237587,193.00021542910054,VER
4,164.3622127785538,154.25043157197885,VER
5,238.0888918623954,238.77259372457812,BOT
6,219.3778341326869,188.22577056841612,VER
7,142.12897232214826,129.6805756825918,VER
8,230.4772877577143,240.73502844835164,BOT
9,269.61787175265937,280.1584675257143,BOT
10,280.20529170213916,282.2022595453968,BOT
11,148.38612052753743,140.37754200555415,VER
12,212.04344295207812,220.01759424338624,BOT
13,263.1368380538095,264.8112568758396,BOT
14,262.5624969677527,254.01510513015873,VER
15,101.31573829197721,96.98399796345744,VER
16,217.367319469328,219.18535526215297,BOT
17,269.25109336,271.15082073241314,BOT
18,289.9490241405291,302.83492258,BOT
19,300.9839493270588,320.4664051646984,BOT
20,307.64244898133336,329.85601815836895,BOT
21,289.91881749761905,294.8090518339048,BOT
22,147.70237916266666,139.17528458419503,VER
23,226.2102690307483,233.16542960871422,BOT
24,273.98163911499535,282.69235546666664,BOT
25,,298.1656248,BOT
