Minisector,VER,HAM,Fastest
0,307.42842922851906,306.0316470603174,VER
1,250.39248807093594,244.96687550461772,VER
2,192.18364470579417,193.56909680436925,HAM
3,266.5051079923782,266.0430106213814,VER
4,220.97345214539118,218.35332562747632,VER
5,112.8060572803348,109.97013901287174,VER
6,179.3738513710162,169.39309661156648,VER
7,257.8203699753086,257.14328879132677,VER
8,289.0975087723189,288.5947243804096,VER
9,306.57238595445136,303.12463786666666,VER
10,313.26889727370764,307.4059527241083,VER
11,229.85037977782625,244.52290453350759,HAM
12,144.73846639020405,141.0727803683154,VER
13,259.1692017100529,253.20568812377272,VER
14,294.66049840625817,290.39817693845754,VER
15,307.23325227359305,298.90329835555553,VER
16,299.8594021478088,290.3509999847619,VER
17,246.19271377865354,247.74059653990147,HAM
18,177.47173517298958,169.77092774737275,VER
19,178.9937493814616,190.18772440793035,HAM
20,174.20710863442287,167.82928807969697,VER
21,237.5097816398961,242.07147687142378,HAM
22,121.59889017665279,123.41071329922114,HAM
23,195.0286703710707,188.29728118211304,VER
24,279.4304558284475,278.5380359250376,VER
25,,294.7472224,HAM
