Minisector,SAI,RUS,Fastest
0,256.69918803859986,262.69757360793653,RUS
1,135.44197617131312,135.96836787736305,RUS
2,202.83158917746172,202.61573164431078,SAI
3,247.2824914422439,247.98272033946205,RUS
4,256.6403754805195,259.66557259186817,RUS
5,178.9676527925019,177.0890441884104,SAI
6,149.91850674699938,145.28078313071194,SAI
7,183.1614394375065,188.7313473046043,RUS
8,103.01513594823992,104.08776986021645,RUS
9,75.01329342206746,74.09782982932835,SAI
10,91.26667983404809,98.47716817015116,RUS
11,186.94010131156463,185.7596514934244,SAI
12,245.0092561235209,248.33357562380954,RUS
13,270.72904273038097,270.8766828923077,RUS
14,275.82099191794873,280.4851531755102,RUS
15,105.16481880630181,105.7148198602335,RUS
16,158.11447069061225,144.47318479155913,SAI
17,189.962677047873,199.5921865777778,RUS
18,203.37466561284782,191.54186632751933,SAI
19,215.85422526162463,207.61573046247617,SAI
20,141.5679961004329,134.94710383209875,SAI
21,105.12172034127077,100.37670831348079,SAI
22,97.76671209162964,102.53336748100075,RUS
23,201.41443293946523,205.7722027220779,RUS
24,253.684412205874,254.26941623428573,RUS
