Minisector,RUS,GAS,Fastest
0,286.93916974288334,286.08754642719106,RUS
1,289.71378085361505,287.37241972705885,RUS
2,162.48103796727042,157.6686975950599,RUS
3,222.24234030137566,220.83842927238095,RUS
4,271.11012208763856,271.61496819865965,GAS
5,291.40009959394956,292.631126192535,GAS
6,295.12267846597945,296.50828107488326,GAS
7,163.9980721671499,164.64371253302807,GAS
8,123.88329692130621,126.79379095411863,GAS
9,253.5061810953623,249.03411405869488,RUS
10,283.40369762666666,284.57841683746034,GAS
11,296.9421284088889,292.3593320333333,RUS
12,151.52374812420084,144.93331097357813,RUS
13,188.31201719536492,191.63103228525713,GAS
14,254.6922987980724,253.60857668028862,RUS
15,201.46313216646465,200.01319883904762,RUS
16,209.22620101383387,215.02824617038652,GAS
17,214.68043350588235,207.33306827130437,RUS
18,236.37850231025195,241.82852931795992,GAS
19,273.6238534367291,274.8321354352485,GAS
20,294.55042782497503,291.2800780142857,RUS
21,263.1791552195139,250.36866964072254,RUS
22,218.47436277598544,215.44504488393258,RUS
23,204.99386098924768,207.7309774215873,GAS
24,261.77294164462586,263.8553527577441,GAS
