Minisector,VER,HAM,Fastest
0,252.8311068441294,253.20805177124777,HAM
1,210.529693956523,210.57113279319142,HAM
2,216.54428857631876,222.44567997667576,HAM
3,256.7081730871795,262.1383931428571,HAM
4,271.36693565290614,276.3804203934691,HAM
5,225.71824625287357,224.32872275268818,VER
6,101.72683054588343,97.5680319121523,VER
7,185.47883184439476,179.8190763583549,VER
8,264.92266683733334,267.29674220130835,HAM
9,286.25533859845837,290.61673872795177,HAM
10,292.5151516121212,299.86163433419915,HAM
11,286.2042967295328,295.6831208264219,HAM
12,114.34627042474209,114.0450006933485,VER
13,214.25268872258064,212.50317183029216,VER
14,271.2246627848383,275.2895745348884,HAM
15,288.3675346666667,292.3991201722567,HAM
16,224.67060463136926,227.07414067788375,HAM
17,126.69004799752724,124.08886500918722,VER
18,156.9448089058201,153.74397391915556,VER
19,249.0096153846154,252.3146101300696,HAM
20,161.29020950898658,159.36027491288954,VER
21,134.84756438643845,129.9688953085803,VER
22,200.62421375100016,204.5061159064935,HAM
23,207.9855037930303,212.44227317388408,HAM
24,170.36406344,169.77939312615163,VER
25,228.8750016,,VER
