Minisector,HAM,RAI,Fastest
0,290.788278071973,296.62954490735933,RAI
1,164.66110827313636,156.05297421696213,HAM
2,152.82435318993228,153.8258709201096,RAI
3,227.14444448395062,222.8138303316964,HAM
4,281.69633761969254,282.9921808969697,RAI
5,282.01693771018273,294.74959070098504,RAI
6,148.6583257919231,147.13504932634373,HAM
7,146.47655365614236,140.24352814914258,HAM
8,147.46291886922768,148.88475813295582,RAI
9,188.57766883001443,180.00550137089002,HAM
10,133.3517518115818,129.9533867527159,HAM
11,124.43158150743598,126.75187486296547,RAI
12,170.01155015907335,158.18711327929128,HAM
13,266.42914767726563,263.67412884234676,HAM
14,284.8761362909091,289.37797654025974,RAI
15,158.45252575054525,154.3639609625098,HAM
16,216.94977936931215,216.23616233180832,HAM
17,177.84872452032374,162.86082000761905,HAM
18,273.52500000000003,267.65630052063494,HAM
19,295.115476092517,292.9245134060606,HAM
20,308.24895833333335,304.9158732190476,HAM
21,314.50145818666664,313.3007145142857,HAM
22,317.2527976304762,316.6348461681999,HAM
23,326.20958336,318.70395829333336,HAM
24,328.52425061647784,319.53312496,HAM
25,324.46250026666667,319.0,HAM
