Minisector,BOT,LEC,Fastest
0,258.6628349841239,256.59767523266186,BOT
1,209.1437623693201,199.59420453590857,BOT
2,224.2703172068032,219.97976111275182,BOT
3,266.57360612400436,263.0135812838626,BOT
4,273.09466413744644,276.62713620666403,LEC
5,217.22456665503597,220.55879991929052,LEC
6,98.38561206148566,95.58601523534843,BOT
7,188.8903772243922,183.33054156703884,BOT
8,273.42540548124634,277.80128997381615,LEC
9,297.77691103906983,302.90931325956126,LEC
10,304.4610901894737,314.61240529653867,LEC
11,297.65161518730156,314.56187091420634,LEC
12,113.07226781475809,107.32318200347498,BOT
13,216.9861917548275,216.05137497709512,BOT
14,277.51787400075426,280.55821839586275,LEC
15,292.4862857557217,299.2547120388259,LEC
16,222.2237598726395,227.045999661494,LEC
17,126.37654991609082,122.84479700935691,BOT
18,154.11792814062352,146.20047887949835,BOT
19,256.3113366350419,255.26033833141628,BOT
20,157.22227806144446,146.89908904814735,BOT
21,130.28649084036184,124.8130743011621,BOT
22,208.18951081506617,196.76233381801867,BOT
23,202.95049222583194,193.5925790426119,BOT
24,166.2614396802663,164.73167728976796,BOT
25,229.9500032,,BOT
