Minisector,LEC,HAM,Fastest
0,256.4038407922548,261.85743969976176,HAM
1,129.92336391669207,132.0878381482539,HAM
2,259.1475721760661,266.1181029934868,HAM
3,301.6924892672736,308.1028627637607,HAM
4,302.7506746311111,305.56057341177745,HAM
5,309.29423416681135,309.08496736845376,LEC
6,313.65307274317576,312.80523074056,LEC
7,310.957696243855,315.154040738107,HAM
8,193.74711124511578,201.30410988841024,HAM
9,187.5359616535285,199.11728872681167,HAM
10,185.7631963932091,191.6423159788149,HAM
11,169.94275521624763,171.42271642541883,HAM
12,248.78469898336047,256.9961871256318,HAM
13,272.3471591947455,281.6352277603216,HAM
14,275.3500097043224,282.4149228167706,HAM
15,272.30113391873846,281.7038590041265,HAM
16,178.17768892348306,184.30454749971395,HAM
17,187.64889362178317,196.0188797283236,HAM
18,234.48299659346947,237.50783547120398,HAM
19,285.3249040409504,289.1646064009197,HAM
20,308.7435254289657,313.0059220198496,HAM
21,315.98691191527615,318.8162231204662,HAM
22,313.2270112253893,317.097845160127,HAM
23,252.33317143799772,254.61708976884364,HAM
24,110.47344639417624,109.66547798141383,LEC
