Minisector,SAI,OCO,Fastest
0,291.392916003013,289.16738056272106,SAI
1,299.0873096247042,299.47208065274174,OCO
2,278.5690363120181,280.71384165502644,OCO
3,105.3680632800944,107.82185461847209,OCO
4,221.16313132986124,218.1366187432497,SAI
5,271.419590461244,269.4270815464141,SAI
6,203.14144887194342,206.125950341215,OCO
7,162.69272714047793,157.22524319648574,SAI
8,210.0443902373757,209.23442178386705,SAI
9,223.85535425008484,213.59205718556143,SAI
10,115.31720043379467,114.90214817575487,SAI
11,227.66903997478406,223.03209423622897,SAI
12,120.3104995037242,114.8895501258034,SAI
13,216.14306076807725,212.48457368076535,SAI
14,275.164118980279,272.1550916765368,SAI
15,215.24980251143595,219.863261372517,OCO
16,189.14195984728923,183.65871985125696,SAI
17,251.90555586287678,248.91491993256437,SAI
18,203.72559896194429,204.66511161339477,OCO
19,170.21049595353875,164.69349487169654,SAI
20,261.49005563233237,260.1563481818182,SAI
21,285.91242507106494,285.2187421806098,SAI
22,170.27872908197511,178.2191529877686,OCO
23,207.08523318659698,194.24421369198905,SAI
24,269.9920711580806,264.5303327573333,SAI
25,,279.57916693333334,OCO
