Minisector,VER,RUS,Fastest
0,298.6266713405709,294.71142437034933,VER
1,240.8839929826581,225.4197126359158,VER
2,130.60047894460192,133.25981894550094,RUS
3,239.0675018225067,232.58122677042732,VER
4,192.2223718805054,193.91945449629708,RUS
5,237.87943287085318,241.51212364450217,RUS
6,220.9324770080366,221.6446644097122,RUS
7,250.42341035205936,255.1977293877551,RUS
8,282.6522669186674,282.53570947727366,VER
9,215.76498980656524,205.77625742316167,VER
10,203.62311413760142,206.05251325603726,RUS
11,270.87286858666664,270.51366537784554,VER
12,210.85413676257008,210.2162084302793,VER
13,249.89667188802986,248.48428649021554,VER
14,291.65989098152136,287.9636324226313,VER
15,307.2516961701587,300.90253754524565,VER
16,313.66813267275336,297.48619797992353,VER
17,243.39580424314872,233.25815099970075,VER
18,261.7644590340663,266.5434969883598,RUS
19,296.69912076579675,291.4636408743896,VER
20,310.4394937303167,304.06630123629054,VER
21,312.10321017454544,299.8331331168831,VER
22,147.29671054863724,148.66853651531434,RUS
23,228.69244465277342,228.95281653821144,RUS
24,285.07696361419914,278.4588366670933,VER
25,294.5374992,288.82970564441683,VER
