Minisector,VER,HAM,Fastest
0,281.9394506238603,285.42647123002797,HAM
1,123.70385677013142,121.66221918653517,VER
2,161.94534222250445,164.17509643753215,HAM
3,217.56581323658725,211.48037165820105,VER
4,165.24812101213132,160.3216319193896,VER
5,244.7581799360242,244.04134099047621,VER
6,215.11314765217392,210.40232670979475,VER
7,141.15587768910407,139.0561502725354,VER
8,237.40171837714286,234.87419232725026,VER
9,276.06390051137254,277.4582041,HAM
10,287.5490730955315,287.5515969975655,HAM
11,154.05571515084486,153.90030215050072,VER
12,223.43650745190013,223.83240868172336,HAM
13,270.9402575174943,272.46166568084465,HAM
14,269.08183040694564,266.8723917173754,VER
15,96.86345441992502,98.62473555566947,HAM
16,218.1917044285306,223.0830970941203,HAM
17,272.7869214233766,272.07243735278496,VER
18,294.87046048750636,293.24861730509804,VER
19,305.4335635805195,304.61158089411765,VER
20,311.1181469707602,309.59732969479325,VER
21,288.1461556404509,291.8993373125541,HAM
22,160.89939309260163,155.28805848638493,VER
23,238.1685923886595,235.44653254824635,VER
24,281.49473720760886,277.28210818362425,VER
25,289.0571428571429,,VER
