Minisector,PER,NOR,Fastest
0,288.82853308071583,311.75462846850434,NOR
1,298.4291073142857,327.4083334175439,NOR
2,304.0013157614035,328.1197248071883,NOR
3,304.4677628631579,319.58045202889855,NOR
4,186.168700079291,172.21642703238095,PER
5,215.18218406672534,211.1269938788697,PER
6,237.50316706133333,237.7129968,NOR
7,265.5432805437317,264.3646741797101,PER
8,266.619008984853,247.69112055652172,PER
9,173.80569236539327,167.9495946718315,PER
10,235.359676382287,225.24280501651575,PER
11,137.46711516099506,131.46753646785038,PER
12,230.26137461807326,228.6925378168498,PER
13,203.3819635678034,179.9576141038188,PER
14,219.8184168605818,222.98582196980766,NOR
15,250.7146223436853,245.92238827362104,PER
16,265.25514614507495,266.90445204803314,NOR
17,284.8651417591446,282.68041674666665,PER
18,174.51797878113325,153.16474446818452,PER
19,170.28878664113535,173.63793606407725,NOR
20,149.87356527971056,144.4458603474446,PER
21,176.19009748414692,157.8439726694268,PER
22,121.43119791846837,116.21704382913691,PER
23,223.9222043629201,229.52219202438096,NOR
24,270.7075739896141,272.03825133719505,NOR
