Minisector,VER,PER,Fastest
0,277.8210309039859,270.0625435677193,VER
1,302.4635560330328,288.64077678423075,VER
2,307.8116208923249,291.03768579950616,VER
3,124.34550909564148,126.91193873026306,PER
4,197.16143321387946,201.47873875482992,PER
5,256.512201989418,251.9257825224873,VER
6,143.6802547980209,136.92204387438866,VER
7,201.21700630728608,208.13727456767063,PER
8,257.1665522906667,259.8616650173243,PER
9,278.38805668705584,279.9373109593277,PER
10,236.11319859327133,225.39426386349214,VER
11,176.21671662281838,175.2859613495214,VER
12,193.90516297863317,193.49870320892404,VER
13,136.3672197103752,133.1781501093082,VER
14,172.26506983105472,176.03038053104228,PER
15,160.4022548397369,164.1359114716961,PER
16,215.74180537142857,222.47062526962256,PER
17,234.06964177724672,231.85798638617285,VER
18,241.43567464918956,241.77845984907827,PER
19,236.04362365737373,217.41517254752867,VER
20,146.62688647335037,151.09612115616648,PER
21,135.4794403151235,133.76671258424645,VER
22,172.08657231746034,172.56814451914613,PER
23,154.42178843531022,152.80723898758748,VER
24,225.95469763151516,234.8433063005857,PER
25,254.7857170285714,,VER
