Minisector,BOT,PER,Fastest
0,268.5614836448391,260.94605365567963,BOT
1,132.86533836976542,133.31294380422386,PER
2,269.77372532244897,267.4036656370755,BOT
3,312.253830426501,307.81217756825396,BOT
4,310.20850693333335,306.4050000213333,BOT
5,321.21214847445884,312.4574398218106,BOT
6,335.2465911143687,315.24385881496,BOT
7,339.26837110303035,311.31395793754547,BOT
8,205.43711201427658,198.7814950269457,BOT
9,203.9354358979124,198.65279330300461,BOT
10,180.25944041289708,184.0075288734839,PER
11,171.04879457845777,161.63555241238083,BOT
12,259.0998131644578,254.4958254712066,BOT
13,276.14587878681317,283.5182957390713,PER
14,281.00081285741135,278.21480039553444,BOT
15,272.79791459591837,276.97194627014113,PER
16,190.62346859555853,183.31687197057997,BOT
17,195.8847962954284,191.39455397863932,BOT
18,245.92314942098605,241.56142479139785,BOT
19,291.5742472035389,289.80117041999347,BOT
20,311.9997398666667,311.469973064687,BOT
21,316.5345497043478,319.1622792755589,PER
22,315.0621527555556,318.6387423536232,PER
23,261.82935776040205,273.52011380229885,PER
24,117.2285245096583,113.6635688210449,BOT
25,,230.7666688,PER
