Minisector,HAM,RIC,Fastest
0,253.20805177124777,247.56920962351936,HAM
1,210.57113279319142,208.9585182137211,HAM
2,222.44567997667576,221.4674479990963,HAM
3,262.1383931428571,262.3096340091711,RIC
4,276.3804203934691,276.61933316266663,RIC
5,224.32872275268818,223.6628715538081,HAM
6,97.6501521137319,96.09301438234718,HAM
7,177.5011400752403,183.87419769427433,RIC
8,267.29674220130835,268.1331727179487,RIC
9,290.33920562916705,290.2630434782609,HAM
10,299.7372154501035,298.3159419826087,HAM
11,295.6831208264219,298.7953124888889,RIC
12,114.0450006933485,113.95303296318271,HAM
13,211.09545848332212,212.15677036666668,RIC
14,274.60728316559783,275.5893108957466,RIC
15,292.3991201722567,295.81590901818186,RIC
16,227.07414067788375,241.68560262474267,RIC
17,123.83593528208154,125.71158789426703,RIC
18,153.3941078320632,153.3250393073389,HAM
19,252.3146101300696,253.4689883526601,RIC
20,159.36027491288954,162.01240430564783,RIC
21,129.84229136013397,128.71962739727715,HAM
22,201.67436744066896,204.53421038511192,RIC
23,212.9743255019482,218.49818264876563,RIC
24,168.3564819148695,168.345964266992,HAM
25,229.541664,228.78541760000002,HAM
