Minisector,LEC,OCO,Fastest
0,293.97300151466675,287.9617561362963,LEC
1,304.5235118899471,297.3317227670588,LEC
2,309.29059748289245,302.17870021226895,LEC
3,308.8810382747942,297.8326443963399,LEC
4,167.06415892978822,166.56197134261893,LEC
5,207.42512944963818,203.51519631892552,LEC
6,234.2601463709091,238.40173980120605,OCO
7,267.2745168002457,266.2414586506667,LEC
8,241.7249480493582,256.37867119563634,OCO
9,156.4638931921181,157.92718200587302,OCO
10,223.506949543416,226.20519544888887,OCO
11,128.02585427345625,123.60216399343248,LEC
12,227.4945454523356,216.8762078497621,LEC
13,183.78119974748344,175.9896450219355,LEC
14,208.540223547046,204.053917793204,LEC
15,239.96815403797297,237.62795131555555,LEC
16,263.17975762077924,257.68603423768315,LEC
17,289.42433022380953,281.7163366195635,LEC
18,150.3172752415154,160.10487840504456,OCO
19,162.48849662752207,155.0942005496438,LEC
20,139.58258813767114,134.32077203220896,LEC
21,226.78482815306424,221.82027882666665,LEC
22,263.0767046206784,257.48897864900215,LEC
23,247.44620536034634,245.46407818747474,LEC
24,274.87380866528065,268.5818978605688,LEC
25,,280.56874933333336,OCO
