Minisector,VER,RUS,Fastest
0,280.9655962030602,278.02680203290043,VER
1,296.5437572635268,295.19748503279527,VER
2,297.8885415238095,289.3108656278021,VER
3,187.9826541287204,174.3019174037694,VER
4,220.3511936767231,206.4442903156727,VER
5,205.65343603384704,188.53397162022742,VER
6,183.07429498404073,168.64693281923857,VER
7,208.92777813525998,196.36191963731207,VER
8,257.28673468272785,246.59507312306985,VER
9,269.59321872231885,258.72080673165465,VER
10,172.41479623682739,169.67321633889154,VER
11,238.3948084028147,228.9155211802524,VER
12,118.71195619445432,109.772292618175,VER
13,220.08847062154004,212.30687097680078,VER
14,275.40922013724315,271.6635676376385,VER
15,288.91927405714284,286.87463595336374,VER
16,220.20390202954258,205.35278379211468,VER
17,182.1513629707196,181.2069642283133,VER
18,263.75276723741257,265.1185727255732,RUS
19,290.7366480608192,289.77959150899983,VER
20,302.3314066922124,301.01284976333335,VER
21,302.079621767565,296.7492337174517,VER
22,273.5047477920099,244.17126829855962,VER
23,117.78703005736239,114.48156724299064,VER
24,238.81224657493652,233.15403437339518,VER
