Minisector,HAM,NOR,Fastest
0,301.6355775344821,295.3487922300936,HAM
1,257.952850430279,246.40459096531387,HAM
2,203.4942081580194,202.09337726052453,HAM
3,269.39527286768856,267.85919706333704,HAM
4,234.22765346554934,224.44951184217686,HAM
5,122.27322626939697,117.92698320842887,HAM
6,186.1317506497318,179.97567039450004,HAM
7,261.773497836351,257.5715712513464,HAM
8,292.15516898888916,287.34324056619624,HAM
9,304.05847492936545,301.1570182366542,HAM
10,309.4159798971263,304.11083992686724,HAM
11,231.7201893884114,222.37679582387636,HAM
12,148.86884089316766,146.16869015011068,HAM
13,260.5629515234795,254.44287465380683,HAM
14,292.6658526671684,288.1201035100849,HAM
15,303.8573768670496,300.320837418877,HAM
16,301.4398245726005,295.01924612063493,HAM
17,271.8103033280222,264.4209812367204,HAM
18,194.58404147367148,192.33479007792545,HAM
19,196.38725529399667,188.24953219269,HAM
20,190.26649674926836,183.292237332287,HAM
21,255.85679088821158,246.3790195184747,HAM
22,131.44491525075134,127.25265861030923,HAM
23,196.66006110110044,198.70211812382544,NOR
24,278.0728177682267,277.48629820858844,HAM
25,292.6916672,,HAM
