Minisector,VER,GAS,Fastest
0,291.40431441245653,303.78541613534566,GAS
1,302.07408000805367,322.30316272064726,GAS
2,267.5012651827022,301.2373884857143,GAS
3,110.25128740879923,110.89066045188831,GAS
4,220.25639164030568,216.88706686536744,VER
5,267.9700782438736,272.1445567434113,GAS
6,207.7114704877267,209.25152538927338,GAS
7,160.9114100526,156.99489184956116,VER
8,200.00928887571428,210.90300721435744,GAS
9,205.92247298708995,216.32619740036324,GAS
10,118.08780460327185,118.97193638611517,GAS
11,224.30266876773845,220.02080645530864,VER
12,117.61933386550663,127.15624320877642,GAS
13,219.5988483718299,213.2678201937089,VER
14,270.41149971329617,264.4575484675325,VER
15,216.0394595041975,225.644204821023,GAS
16,187.13003413923195,184.2642038847312,VER
17,241.02534562378926,245.36262317186615,GAS
18,202.88039987910534,201.529054432,VER
19,184.90734822380443,181.4328941517631,VER
20,263.20879143409996,259.5551296207792,VER
21,286.99803110073583,284.76470893617534,VER
22,173.68589049251776,175.58622013914382,GAS
23,209.6710985703887,196.93599756749856,VER
24,272.6987279792208,267.81730434828285,VER
25,285.3958336,282.8388892444445,VER
