Minisector,LEC,RUS,Fastest
0,269.6220767314286,277.9330932276543,RUS
1,298.4594295755032,303.36295900734694,RUS
2,312.6190903727891,315.944142934026,RUS
3,321.15029179580955,323.6873304302155,RUS
4,324.9005005244435,326.20944041295235,RUS
5,324.3513323660151,329.22949406476187,RUS
6,208.27471053510692,216.94274410075175,RUS
7,108.38477089022898,108.39503603486546,RUS
8,179.7937712417112,187.14548086896724,RUS
9,258.67246358919397,260.48410088513344,RUS
10,288.5097391507003,290.4020832,RUS
11,161.83063454636394,169.79698887660987,RUS
12,96.30327085932544,98.80775854521245,RUS
13,110.08722144267053,115.8956752843665,RUS
14,221.2473834752532,221.08059703161905,LEC
15,185.34776656644686,192.00614687668735,RUS
16,225.22781426937044,225.87767040720064,RUS
17,177.63993181704518,182.41598161807082,RUS
18,227.98628662932066,238.0354766659612,RUS
19,276.66796394052403,278.3252774044444,RUS
20,258.8334298129323,256.4782434053133,LEC
21,147.96111690715824,152.24302301323675,RUS
22,95.07138157296761,97.26550360674523,RUS
23,121.73475718036158,124.53897578615998,RUS
24,222.1569148695238,223.12110143833445,RUS
25,,257.68181818181813,RUS
