Minisector,VER,BOT,Fastest
0,278.2790423660664,279.44184466285714,BOT
1,221.91778517333333,223.35998503366883,BOT
2,113.44694477915814,118.41569999195087,BOT
3,194.35726416727272,201.92637973919412,BOT
4,172.38755658149762,177.08501293697682,BOT
5,219.01546994917646,223.98586801587302,BOT
6,279.78906382714246,279.0992778580433,VER
7,293.38875008,297.2196758518519,BOT
8,169.42450914883713,179.2824904634764,BOT
9,128.42619627805584,129.90976478185942,BOT
10,138.669018666605,138.3450420826898,VER
11,197.611858556346,201.68131449438474,BOT
12,206.07679225171108,213.61816686933332,BOT
13,134.05635450666665,136.16478594663226,BOT
14,142.03487262341068,144.6059949196094,BOT
15,134.58306848276726,136.1834287857305,BOT
16,251.705159415873,258.73848172550515,BOT
17,139.20710101961117,140.14462208977437,BOT
18,204.09246821458828,206.35019349319123,BOT
19,133.5251295888416,135.08437046093158,BOT
20,145.56576677690904,144.45999854898525,VER
21,127.92194075493028,128.2317828872633,BOT
22,154.26949240133226,155.557752872934,BOT
23,220.23085322539683,228.30711795555555,BOT
24,238.8367801269841,242.60918779262695,BOT
25,,266.73333333333335,BOT
