Minisector,VER,OCO,Fastest
0,294.00734374269837,286.1433948622222,VER
1,167.79959670483439,170.5749653581313,OCO
2,174.16979486192753,172.9460212909319,VER
3,251.60227958719264,256.6998269929845,OCO
4,288.42102711869654,282.05441426813246,VER
5,256.4247121811582,248.39834896563147,VER
6,229.21719758955822,226.69141421394474,VER
7,156.54178295344346,154.7593884696186,VER
8,230.48528752965078,225.79441086178144,VER
9,281.34911973618347,277.7653551111011,VER
10,299.9306413619295,297.24183121964916,VER
11,308.58545491897047,304.37171513117596,VER
12,313.06969246031747,308.5372158545455,VER
13,314.220918214966,303.5988987050074,VER
14,138.54591192680476,137.583629382684,VER
15,127.04667051154846,121.61169734618183,VER
16,102.46848640506535,102.23479634038183,VER
17,234.40825399712614,233.22609831875786,VER
18,288.39047065475836,282.22646014185943,VER
19,307.9534475424339,304.0421631615564,VER
20,318.19992575914955,314.85389098139285,VER
21,323.6303921568628,317.37571358844673,VER
22,133.06608004609186,131.09863853380952,VER
23,193.8820066320599,192.79808830838476,VER
24,269.5308341056318,266.4167091969601,VER
25,283.9062496,280.1992883016173,VER
