Minisector,NOR,PIA,Fastest
0,270.80493656071303,272.47528071217397,PIA
1,295.8164692803688,295.86349901544975,PIA
2,310.4914238935488,309.10306816450816,NOR
3,318.82404178133334,318.9001666346667,PIA
4,322.8419876051582,323.6995715311746,PIA
5,325.184642976508,327.1017658514285,PIA
6,205.75034960985934,218.7164517016574,PIA
7,103.86405470228036,103.98106709161775,PIA
8,179.75438916,178.62607886628572,NOR
9,260.0641256063492,256.1315705958792,NOR
10,288.3200179244818,287.93561151420363,NOR
11,155.94703063411308,173.47439272659363,PIA
12,96.1451939809378,94.23034610431621,NOR
13,107.72808943046327,108.12274952032283,PIA
14,218.8451571186147,216.98823194723002,NOR
15,190.54147362349764,180.4733775080245,NOR
16,217.8593150566234,221.42322393867414,PIA
17,173.89284731904968,169.121610963901,NOR
18,232.3523331641103,233.61626936004086,PIA
19,274.96966772335117,274.9091438579272,NOR
20,261.6815187599552,259.59948131595655,NOR
21,143.37515696717088,141.26622968104965,NOR
22,94.21804047663257,93.45882714248671,NOR
23,122.81949968086488,115.85818420251462,NOR
24,224.06037061750908,211.133496715526,NOR
25,252.85999872000002,251.6308927542857,NOR
