Minisector,HAM,PER,Fastest
0,264.72300352016845,261.78073496088695,HAM
1,282.2109843530159,280.33420715411256,HAM
2,282.5801551539145,288.02253811266274,PER
3,127.0925864930773,127.02508054586357,HAM
4,194.55049221016722,190.92721086206362,HAM
5,256.6145671348148,247.5224866783657,HAM
6,139.3467064394277,136.7932607047104,HAM
7,200.35506285073595,198.10773727502223,HAM
8,256.37709175017545,256.36022638108136,HAM
9,276.81048587555557,276.8494119715738,PER
10,229.0307597303412,227.87449237656568,HAM
11,175.84260146259442,179.37560072613132,PER
12,175.16073391733008,184.4257719349495,PER
13,141.04426371285714,143.03219910123448,PER
14,170.77239001128171,169.6584061410101,HAM
15,156.47292830222224,155.31228857086796,HAM
16,213.0750162536332,210.11722507929048,HAM
17,228.1015997279811,231.06821918518517,PER
18,232.465179078557,225.9131684131217,HAM
19,239.98755291924505,243.29915538644912,PER
20,145.77837879036414,144.00225196620684,HAM
21,137.54224631476038,142.04368262302526,PER
22,166.85856419438008,161.1997130444868,HAM
23,151.12187656393266,146.54308817747898,HAM
24,225.30324333718391,221.3972965170468,HAM
25,248.9624992,248.11573925925927,HAM
