Minisector,HAM,OCO,Fastest
0,279.22326349229417,281.4089676927831,OCO
1,127.83786877390541,115.72424835681754,HAM
2,155.0369464959638,163.39916806539907,OCO
3,211.81946121674946,199.675797231915,HAM
4,168.19280331844158,155.88813502168887,HAM
5,242.84489026346182,241.6871248182857,HAM
6,216.76609832248855,196.63284773197816,HAM
7,136.07994388808646,135.1360707410755,HAM
8,231.43330400609526,229.8168659994608,HAM
9,272.597293741936,278.95662237475216,OCO
10,282.53481438814816,270.7470238095238,HAM
11,155.0532555122819,135.66264106686614,HAM
12,214.7934086814815,219.36978260869566,OCO
13,265.5600564631579,265.8004738407935,OCO
14,267.3686734239446,244.38815100536843,HAM
15,102.52746857847785,97.77818922273529,HAM
16,214.07550012383552,212.95188888888887,HAM
17,267.59949206349205,272.1113363968787,OCO
18,289.19134912645825,299.30859730488885,OCO
19,300.84633759253035,313.6143434343434,OCO
20,304.26715686274514,322.7533653415385,OCO
21,286.7288428925647,263.73767474325814,HAM
22,155.38887761824088,149.535042266826,HAM
23,228.7346136628036,243.75379501714286,OCO
24,273.89343869885806,285.3879166933333,OCO
