Minisector,VER,LEC,Fastest
0,290.5731459526494,289.9154519352539,VER
1,160.10046424752883,165.11301835125747,LEC
2,155.01885433974195,149.75504119947985,VER
3,227.83295660228063,233.7314181258133,LEC
4,285.77956817916305,293.616568604565,LEC
5,295.7638665935997,283.6355419553787,VER
6,151.06574765549772,144.10817077060076,VER
7,143.46450151517107,142.81613560005664,VER
8,142.45861267629076,138.0407321655319,VER
9,185.98180311312268,193.49743842440017,LEC
10,131.42802653269297,128.05610252942859,VER
11,130.61715624305128,122.6205289739302,VER
12,166.45264741502632,174.84124496388344,LEC
13,267.8509124484183,271.684616809651,LEC
14,296.4294636523565,295.40599748448966,VER
15,159.53570788340514,155.16724720736607,VER
16,219.87084153983056,198.12089018745922,VER
17,171.9265494896623,180.71313916468952,LEC
18,271.1006781710793,275.6693832278508,LEC
19,294.2955206059467,299.5594743058902,LEC
20,307.66621857707315,315.036845085291,LEC
21,316.2335968163724,322.7565023790224,LEC
22,321.22499163875557,327.8741142254865,LEC
23,323.55105639746097,332.67530831253976,LEC
24,322.0910966288048,330.61781908200135,LEC
