Minisector,SAI,ALO,Fastest
0,283.6610410230303,290.80753402107933,ALO
1,295.6253430016072,305.6804562229277,ALO
2,302.7052844566225,312.47702570110914,ALO
3,296.4710566086274,293.92639323089946,SAI
4,158.02471191523955,158.50084373981636,ALO
5,201.32018463661916,198.14177440293582,SAI
6,223.46757703721164,219.17384965874209,SAI
7,260.8373244618182,257.6432517507636,SAI
8,245.29087202502367,229.69700351492065,SAI
9,145.24562160211076,147.56579262113826,ALO
10,217.54214377967534,207.31911746984125,SAI
11,124.8688880066886,125.73500634011984,ALO
12,234.6074109037037,227.39213335651246,SAI
13,166.99841686180207,163.98530545089605,SAI
14,209.38718135181955,211.18076534731648,ALO
15,221.900508672,215.98146842849272,SAI
16,253.84299220899607,251.39461524812003,SAI
17,284.13456852531255,265.72409817468804,SAI
18,144.3907067091724,135.63860027427037,SAI
19,161.38023703843115,157.72849381897498,SAI
20,129.96081299054904,137.8658347748518,ALO
21,145.80415794161289,142.84551516629148,SAI
22,107.56673963202822,107.8579855869753,ALO
23,214.7942949035046,217.9153194817094,ALO
24,262.8776686029712,259.3144325592902,SAI
25,277.2624992,,SAI
