Minisector,VER,STR,Fastest
0,301.48541701333335,284.5735228014629,VER
1,313.3593136313725,290.29798302645503,VER
2,167.68039756444836,167.145490332754,VER
3,220.42409039963945,216.10799863466664,VER
4,276.60148574969196,268.88104074666666,VER
5,299.7807020350877,289.35835021071057,VER
6,311.8822200245542,293.27816441102755,VER
7,185.74225458365117,183.49819083376542,VER
8,124.03404157020553,118.73967650711872,VER
9,245.7579182107342,245.65264610479755,VER
10,280.55375029333334,280.34645776,VER
11,291.51269366602594,288.71574080000005,VER
12,154.34684584195625,148.59322202953436,VER
13,190.27949240434143,186.5959810151709,VER
14,257.59781785396825,244.77413823883256,VER
15,204.23243360005702,208.71005186813187,STR
16,212.77358203608222,205.5969646036521,VER
17,211.5725933425359,211.12296300659338,VER
18,240.43376522221897,238.0841254503278,VER
19,276.13092115087716,271.0039768189867,VER
20,292.29946762105266,289.5773178867168,VER
21,262.28644589914444,257.9318016966014,VER
22,222.21014432463767,213.58942466227106,VER
23,202.8290743637752,192.57670581709033,VER
24,269.45145872,254.53757076844738,VER
25,,274.25416533333333,STR
