Minisector,NOR,SAI,Fastest
0,288.9807528235615,283.7711319234841,NOR
1,301.3560127612174,299.1244049777778,NOR
2,305.67104165333336,305.8952380571428,SAI
3,306.9124615171006,309.09623598364595,SAI
4,246.29971690931677,252.61143436003354,SAI
5,194.55693818902503,192.2949119322185,NOR
6,258.1581784937098,255.2955627146123,NOR
7,279.2325672778504,282.70500524329003,SAI
8,214.2519598618502,211.40877097564723,NOR
9,211.23964029729382,205.04248780295566,NOR
10,136.67105703198547,138.95575784667366,SAI
11,246.3158143971812,244.5806733445254,NOR
12,275.91111175247016,275.39564389961566,NOR
13,218.15351667640257,217.89957984354047,NOR
14,262.2002417366886,261.33433761224796,NOR
15,226.55921035910424,226.37410853333333,NOR
16,181.37830044151244,180.9834557414656,NOR
17,258.584958402202,258.29808986666666,NOR
18,149.71004265494506,148.1686086558827,NOR
19,207.8007444442239,209.30211305092544,SAI
20,274.4152618402646,270.0975123406328,NOR
21,290.7227238130066,289.35436500317456,NOR
22,162.2436945016544,157.94274977395673,NOR
23,178.85373919146136,180.09112794072158,SAI
24,258.2976419248527,258.39021704347823,SAI
25,278.7375008,,NOR
