Minisector,VER,PER,Fastest
0,301.86485672619045,310.0425797164815,PER
1,203.68587468268052,212.83140991544033,PER
2,145.26661424664024,141.1192097777926,VER
3,218.92640176895966,222.57872069003506,PER
4,159.2241354084131,165.83124815609466,PER
5,169.88545945400887,175.20974540142046,PER
6,248.32291259746134,254.81074475238097,PER
7,274.5240719611578,282.29617819364825,PER
8,282.838051119978,291.43445334,PER
9,247.9310658420168,265.13285636063495,PER
10,239.37315531466223,242.88786806079239,PER
11,227.0918782256854,233.8874089771731,PER
12,202.33964870451265,194.00998303344088,VER
13,134.1391453158645,123.63488255408859,VER
14,137.01809818584647,127.55958562093285,VER
15,179.9981158142119,172.75364619401586,VER
16,244.8184874311111,250.52195187257925,PER
17,238.72222618412698,227.21599059907737,VER
18,118.01057768635366,114.26285479025935,VER
19,195.49586910075763,204.07889740099728,PER
20,195.914558875916,200.53232679725792,PER
21,234.0852595128553,240.87381067425676,PER
22,261.76918944679005,268.7284369988898,PER
23,281.3177949991342,288.46758979857145,PER
24,295.0397960043862,302.563606659944,PER
