Minisector,VER,LEC,Fastest
0,253.6629344033184,253.05279720345274,VER
1,224.275811776358,221.3334902602311,VER
2,209.13605977160802,205.85257287390598,VER
3,257.10511623245657,259.71228558130366,LEC
4,270.6061069316797,275.52915802769627,LEC
5,288.80750651259257,288.8875160418104,LEC
6,159.48899791494955,166.77250925963483,LEC
7,177.44743430742164,182.95737493084158,LEC
8,264.9259274971429,268.45979086012807,LEC
9,295.6276022494661,295.6003705328468,VER
10,306.67174377601367,307.0747223466667,LEC
11,305.9098780270384,307.1547600613186,LEC
12,115.09023322201494,110.63758237083044,VER
13,174.9034001300559,192.28865325271832,LEC
14,267.1071373532721,267.7796927475006,LEC
15,294.95001882364596,293.7571745429222,VER
16,300.01666731789476,297.24742878179137,VER
17,190.84757089007806,191.1058783431296,LEC
18,223.8071284181598,221.321698359849,VER
19,269.92106144632345,268.92019035677407,VER
20,151.89883064082923,153.23566361833562,LEC
21,143.53251551092907,150.68894290470647,LEC
22,213.8768857686075,223.73725627555797,LEC
23,237.95740760408006,232.70534031991122,VER
24,157.82713304517137,163.44518159215957,LEC
25,223.8499968,,VER
