Minisector,HAM,RIC,Fastest
0,233.4211136098328,237.56488069596648,RIC
1,286.2251146842491,283.913571072,HAM
2,302.2924815688801,297.95394273524744,HAM
3,310.06509746147185,305.61818841043475,HAM
4,267.4001627548874,255.28802293086687,HAM
5,168.11673289961513,171.03420627772357,RIC
6,262.04606341313126,264.27771146808533,RIC
7,275.41585719466667,283.7213093973333,RIC
8,213.30352548030731,212.2112084985034,HAM
9,223.3174250989899,225.87968642380952,RIC
10,181.61203330435453,179.08061042666665,HAM
11,225.2570519425089,228.32652129160886,RIC
12,202.352527931684,200.1538198814815,HAM
13,209.14623852290902,208.478617551393,HAM
14,221.2287953809524,221.03451814761905,HAM
15,180.2114919751905,179.16738393210665,HAM
16,250.210844682136,249.22333149328853,HAM
17,291.10835740038095,288.2941837444444,HAM
18,306.00923923478257,301.59227997975904,HAM
19,282.5797818498042,292.0852356034973,RIC
20,130.04995705304665,130.31839360761307,RIC
21,156.90491907932588,150.92760897667634,HAM
22,151.89383887629916,156.4808233733448,RIC
23,199.48892672695592,201.87379234738702,RIC
24,145.58247404614593,150.10651689791166,RIC
25,,190.2,RIC
