Minisector,LEC,PER,Fastest
0,291.35781564773106,291.8805278734288,PER
1,296.0592229387645,299.70472746666667,PER
2,156.07966926550102,164.7868856979581,PER
3,219.57361885575756,223.9550864529323,PER
4,270.90505636029627,273.234751325042,PER
5,291.730780390056,293.08037542457913,PER
6,301.0815441813853,303.0314627256565,PER
7,164.4377060025271,171.78565052137114,PER
8,128.36167937144154,127.5218147300184,LEC
9,249.015412236937,248.9098138207891,LEC
10,285.5117781692352,284.7394892145454,LEC
11,298.63680480000005,297.30808257212124,LEC
12,146.24250084588184,148.5958773113473,PER
13,192.4647946899306,191.05614014894016,LEC
14,258.38414778463977,256.5513513812387,LEC
15,206.5216441405659,208.38352224620212,PER
16,213.85823053225613,214.87565966101207,PER
17,209.67275859986535,215.48045461478458,PER
18,241.05856766938325,241.66818978031748,PER
19,276.4116277992158,275.97903488595153,LEC
20,296.82632960056435,291.57216186910813,LEC
21,261.0228193988719,260.0537068857146,LEC
22,219.25538733131233,223.10624326894924,PER
23,201.26157544691358,206.4326677062753,PER
24,263.44728272716293,266.6965606168006,PER
