Minisector,HAM,LEC,Fastest
0,260.9012340363235,257.91155795141253,HAM
1,216.98621655341526,211.34444728352406,HAM
2,230.5180554451839,223.57552023208427,HAM
3,266.51239661504707,263.15517630807454,HAM
4,277.5243121978721,278.840550367033,LEC
5,222.8044425665816,231.47932304120383,LEC
6,98.83723614388829,98.32162249759031,HAM
7,194.22248771330516,188.24145866614813,HAM
8,271.2752397593599,270.2433044651504,HAM
9,291.52447504125183,292.0132991863012,LEC
10,298.3237272727058,300.2738866564936,LEC
11,300.4220914865409,297.85687490738,HAM
12,116.77716310427466,113.94824672298043,HAM
13,217.77767878287693,216.31276372190834,HAM
14,276.9631682120168,276.89882766128295,HAM
15,294.3930464823482,295.37333333333333,LEC
16,233.06964605493397,228.69385228619575,HAM
17,129.93803790515793,126.42363562616394,HAM
18,156.9843343022929,154.86491223582374,HAM
19,255.63822149182445,254.67126591307834,HAM
20,169.48693139902568,160.6208792271898,HAM
21,132.62741496181397,129.19817277165382,HAM
22,208.9238695168486,205.79330893958115,HAM
23,215.65532909341914,213.2188751563909,HAM
24,170.15448270202606,167.4907451382419,HAM
25,,232.41666666666666,LEC
