Minisector,HAM,NOR,Fastest
0,298.3446192722404,294.85579257824566,HAM
1,310.54505684734403,310.88268996208126,NOR
2,316.883562759293,317.12822205155555,NOR
3,306.2725145343044,301.7560428152381,HAM
4,162.34248610809524,159.0908630941436,HAM
5,205.00359932759105,198.51447352156373,HAM
6,227.2898267337636,212.9500325185185,HAM
7,262.4268816012293,256.8361716709849,HAM
8,237.28770135784677,239.60502448500196,NOR
9,153.53964665837495,150.3294166597199,HAM
10,214.38950949015873,212.97613550266766,HAM
11,126.58462747934007,125.6076932388765,HAM
12,229.02379628657533,231.42538349124106,NOR
13,171.88324922057143,165.79299921290755,HAM
14,225.49593092708523,218.19006587768692,HAM
15,222.3568253004329,217.84221454302744,HAM
16,252.00091179428574,252.391886537313,NOR
17,275.7522607966568,277.4102611918367,NOR
18,146.53958090682423,140.09706668620805,HAM
19,172.17795796877726,168.7929594909882,HAM
20,139.25185410295765,138.84427100114615,HAM
21,151.52318137836957,145.42485328888247,HAM
22,112.33806427645503,104.94159290831799,HAM
23,217.65810292378413,221.73221334157955,NOR
24,262.90302519949205,262.31308337197277,HAM
25,275.3468744,,HAM
