Minisector,LEC,OCO,Fastest
0,273.16798514622826,272.32795919774844,LEC
1,290.8997371338528,292.3969236021027,OCO
2,283.01926817463357,269.02184759259256,LEC
3,153.5195098862298,153.88721159441795,OCO
4,197.30051472680745,194.28856086629148,LEC
5,170.14271331732192,167.63763148839507,LEC
6,167.10413883689594,157.8368713331189,LEC
7,193.30053157822258,188.94413437908497,LEC
8,239.2409152262095,239.41105944151755,OCO
9,234.1306575663711,217.2903833150019,LEC
10,145.78795012142956,137.37948259452585,LEC
11,219.7937474940388,218.50089222128221,LEC
12,108.43246563464334,110.56909520038471,OCO
13,212.14628475481265,209.7381249701677,LEC
14,263.50268092812263,262.9516283262338,LEC
15,276.3801337653212,270.5570544216133,LEC
16,175.4479837279552,169.98465209933536,LEC
17,157.10328725453633,156.5931405739305,LEC
18,254.156067941439,251.79931411128868,LEC
19,282.0097446671261,280.88914583141366,LEC
20,292.15238432507937,293.88332070175437,OCO
21,285.766743657997,282.00306225452897,LEC
22,242.96119179564627,218.80932935520738,LEC
23,102.65241241261258,101.37420197598857,LEC
24,222.80594900230648,223.1935343403715,OCO
25,258.5857133714286,256.2718744,LEC
