Minisector,NOR,HAM,Fastest
0,319.71333023084173,307.35262731178716,NOR
1,240.84653807147336,232.51718633284847,NOR
2,129.85030908955352,127.84399820935839,NOR
3,236.72067580739375,233.31506922771757,NOR
4,196.1231607297764,190.67444956395445,NOR
5,249.2836188221734,247.3562649756199,NOR
6,230.68742944981838,231.73265379450626,HAM
7,260.0649944886388,258.0347241320981,NOR
8,291.17905451487184,292.33223843005044,HAM
9,197.58007837365804,201.83482311083594,HAM
10,209.1558472557249,207.68216028369426,NOR
11,269.239098523498,274.6864852854147,HAM
12,216.072835099309,209.40279897097375,NOR
13,257.12716630167085,246.49300207858008,NOR
14,294.96455112546585,292.56443036639155,NOR
15,309.47342302676674,310.2208322977778,HAM
16,304.41412992151,311.7621882138413,HAM
17,202.9613627267475,207.89072316120428,HAM
18,263.68560196560384,260.8465163067319,NOR
19,298.5363380113572,295.81393549797195,NOR
20,310.3173429719807,313.2760387215459,HAM
21,304.28588624427886,314.44885349294753,HAM
22,156.4574531734915,149.03011199581283,NOR
23,232.6050742562018,228.1421072069315,NOR
24,289.5746377391304,286.79921576103897,NOR
25,,303.16250048,HAM
