Minisector,VER,RUS,Fastest
0,306.5934525714286,299.60312413617316,VER
1,240.69871278370442,241.37285385315923,RUS
2,130.5712686454144,133.13253468753624,RUS
3,240.62635629241413,240.97113915459528,RUS
4,196.22387466884354,191.3416717929796,VER
5,251.66877437963524,244.48109945516705,VER
6,232.27544132368254,234.26584548949495,RUS
7,257.4978761127619,258.3252460732138,RUS
8,292.2750154609778,284.67109546971426,VER
9,213.73824402827623,201.41189140270043,VER
10,199.6306631329225,203.76160313972284,RUS
11,276.55681004969694,272.9902339668783,VER
12,214.0681007520569,216.75180156495375,RUS
13,247.4312142615873,253.21759208067624,RUS
14,293.1183615370248,289.5134363105102,VER
15,309.663148277539,304.185707190303,VER
16,311.8826057707231,301.47527459421303,VER
17,212.23886390263175,213.66952168276376,RUS
18,260.24765645235885,257.22493908544516,VER
19,299.7006625713823,293.3458336646465,VER
20,311.59098632623375,306.5690169204427,VER
21,315.4003750933333,309.772886872381,VER
22,152.7774522695506,151.84212546880036,VER
23,233.49005632257897,230.195316224,VER
24,288.1401241411992,280.09245533653336,VER
25,,289.62083413333335,RUS
