Minisector,HAM,OCO,Fastest
0,282.62105295584416,262.93204674951636,HAM
1,123.00481534471025,113.8180832681123,HAM
2,151.82236711172396,158.46844556838204,OCO
3,217.56951280926717,192.64090482659876,HAM
4,160.22041236038092,164.62306597282492,OCO
5,243.05374182178525,242.06014595939385,HAM
6,206.14343392964838,195.3471462372038,HAM
7,133.2486547343942,132.96454603605002,HAM
8,229.67523151795854,229.91514170743739,OCO
9,269.29922949915965,271.12854332916896,OCO
10,278.1442634843367,268.0828419806536,HAM
11,145.9693363808964,137.62727605070612,HAM
12,215.71751364487108,214.5637607716458,HAM
13,266.47980985333334,264.23693193410475,HAM
14,264.52478522054156,251.58423725908494,HAM
15,99.82928825915236,98.46232777105645,HAM
16,218.46207468310936,216.71334148481387,HAM
17,268.4163551497587,270.6581121913726,OCO
18,291.10500154607297,292.30008992014416,OCO
19,300.15447750316883,303.1230328954653,OCO
20,306.36180610960423,308.68540741214815,OCO
21,286.7538095358396,272.2668799780062,HAM
22,146.1422740929185,146.21045305248188,OCO
23,230.5671102926407,234.25241343154434,OCO
24,274.62042971109406,273.4813248265801,HAM
