Minisector,HAM,SAI,Fastest
0,269.16840511154084,268.6526947984762,HAM
1,290.9562406520301,290.82692717619045,HAM
2,293.48869756564795,295.5599577877458,SAI
3,123.34380866018894,128.91130173422678,SAI
4,189.78634536093088,194.74627166344683,SAI
5,252.13519425777775,250.5345848362812,HAM
6,137.49329485259184,134.2084094066588,HAM
7,204.26793955192747,206.75926129987886,SAI
8,257.6761849619753,262.28294289457,SAI
9,281.8424574106164,281.50759261037035,HAM
10,232.3810936632847,231.8069170920635,HAM
11,174.72751534370724,177.2168204727752,SAI
12,189.90513385752942,191.14066425937452,SAI
13,140.51331720589346,150.0003484546958,SAI
14,174.42407827716673,171.34686508543655,HAM
15,158.76293083520045,159.26071039902192,SAI
16,215.20923107740262,222.39364199385884,SAI
17,228.21326722010855,235.07832191673472,SAI
18,234.32625022803848,237.90521671626337,SAI
19,236.72241345890512,242.0923888055819,SAI
20,143.2049027427787,145.65462055505927,SAI
21,130.00048391462755,131.3221867221298,SAI
22,164.04450452622223,165.51629983430246,SAI
23,150.2350676625591,150.73764017608767,SAI
24,223.0889970438277,224.10232165600323,SAI
25,,255.898438,SAI
