Minisector,NOR,SAI,Fastest
0,274.4910276063492,276.9403792970472,SAI
1,294.77466958444506,300.31076386666666,SAI
2,290.74183325866665,295.89553530828715,SAI
3,187.24597082143208,175.81112954240427,NOR
4,116.46859981529934,113.84807860394929,NOR
5,236.33888330603816,234.31559084731182,NOR
6,280.82126390165325,289.08683296426665,SAI
7,291.3691522778594,301.2431671466667,SAI
8,178.59179489780294,175.06014397483025,NOR
9,135.98546489620603,138.8310243982274,SAI
10,248.63499606567473,249.73045936551725,SAI
11,285.7297694479168,290.5079259707593,SAI
12,297.5765556398268,303.36922148571426,SAI
13,279.56002635152606,281.070476135619,SAI
14,293.51311912228573,300.5850096555176,SAI
15,290.8768128857515,300.7244547936508,SAI
16,243.07177386666666,241.19715435651062,NOR
17,222.94086796493286,221.7089838,NOR
18,276.171191964921,280.98706665605465,SAI
19,295.90356755875257,308.7115681325052,SAI
20,294.70524460485495,312.71918375662943,SAI
21,227.37382175834648,222.60399938571427,NOR
22,253.87126664247646,254.99743577209836,SAI
23,136.9243204977607,130.92743223050996,NOR
24,210.04080580988557,211.14733332130504,SAI
25,256.2875008,257.8875008,SAI
