Minisector,NOR,PIA,Fastest
0,285.37336053958876,287.48670923683375,PIA
1,296.2197883653184,298.09614526122175,PIA
2,301.1437603630476,304.07747386666665,PIA
3,295.8441432611241,297.34785030614194,PIA
4,203.11592877538462,202.25930294489328,NOR
5,225.47664005789622,224.5219260085254,NOR
6,270.12706903945576,268.7350741500227,NOR
7,269.36558773870536,268.5303625950877,NOR
8,202.01633612321604,200.4229862728205,NOR
9,148.71988647029778,140.94227290418263,NOR
10,183.783324032,194.55487356928495,PIA
11,263.78149303299904,265.41949995097644,PIA
12,254.54569744969695,244.49355234816738,NOR
13,233.58602536019862,235.22745406492348,PIA
14,270.5549042707692,270.86677182199134,PIA
15,176.69246525746033,171.20640636850965,NOR
16,224.23617857697056,226.6149834337524,PIA
17,242.06728180102562,222.84131115030854,NOR
18,133.62784051263185,139.1379671965131,PIA
19,244.94368243501683,248.49036310268093,PIA
20,283.807190822924,286.13269055542855,PIA
21,251.02426859537414,227.07658679466667,NOR
22,144.98029314785492,149.06730321972202,PIA
23,218.07503671706726,231.3313964168789,PIA
24,269.58825350745,271.0651394133333,PIA
