Minisector,HAM,SAI,Fastest
0,229.64199085243456,229.1635366421578,HAM
1,283.10231314365245,275.9630004906667,HAM
2,297.87866670933334,288.81529487893386,HAM
3,304.58596643963284,293.8928572371882,HAM
4,271.6456239341817,269.9842505507079,HAM
5,165.26972466362332,160.36069018657142,HAM
6,260.26106306206896,253.77031001619204,HAM
7,272.30464742564106,270.0849206462081,HAM
8,214.31591415717,217.87301432150073,SAI
9,219.11568832403523,210.44684448629778,HAM
10,186.1044411785899,182.16743250526315,HAM
11,219.10643988686869,214.45611619869186,HAM
12,207.52940678098523,206.79743646838088,HAM
13,216.8894718052798,218.4234739556917,SAI
14,219.0596272881966,217.69789569745404,HAM
15,183.5554973305098,177.7151692034188,HAM
16,245.45367337398474,236.12259787962648,HAM
17,284.61950057319115,275.1195241813333,HAM
18,295.6530000213333,286.94169264761905,HAM
19,282.71269095009524,284.7971418575238,SAI
20,131.9601068827514,133.2819943546289,SAI
21,162.78358778671202,171.334846360687,SAI
22,150.62896800087856,142.1008387487508,HAM
23,211.56456618139524,211.3840906989899,HAM
24,143.87127023996123,142.52073568148967,HAM
25,178.93332906666666,173.3433344,HAM
