Minisector,HAM,ALO,Fastest
0,289.6525622177417,283.98519198154884,HAM
1,301.1042590035693,295.4755280166233,HAM
2,307.2207214463325,299.5453636213103,HAM
3,309.0683174677555,299.8506365464346,HAM
4,181.8833228005788,182.3311026085714,ALO
5,220.33622258325784,211.08172751892127,HAM
6,244.8087646984067,238.6230746588967,HAM
7,268.5934857058201,262.8326772308534,HAM
8,272.289271687105,274.0861556428913,ALO
9,167.38442936512203,163.70976314768623,HAM
10,233.12148498478433,227.14271697706465,HAM
11,145.24433920272176,141.8795775775635,HAM
12,224.73103364809793,215.26171029472164,HAM
13,205.0212854940818,211.50819539514126,ALO
14,213.81694803009614,204.32597167656118,HAM
15,246.49982717167345,251.064386592654,ALO
16,260.5763168341244,256.4368797718229,HAM
17,284.7989463363651,278.4747022407662,HAM
18,147.37171464486732,167.31876121068228,ALO
19,159.46250554992326,147.70793140452,HAM
20,150.9988497913647,141.58598600321685,HAM
21,170.06077573787235,168.95617927356324,HAM
22,121.23228875515468,118.89077376325483,HAM
23,222.849425805403,210.16806953493077,HAM
24,274.58543984014545,261.76076263682035,HAM
25,,277.2055544888889,ALO
