Minisector,SAI,HAM,Fastest
0,287.68332745295237,297.54730081212125,HAM
1,164.10221203665273,150.6675177068071,SAI
2,176.99879565575594,165.26209413083652,SAI
3,253.50535279490413,245.3799650727619,SAI
4,281.8154985606096,282.65137436398265,HAM
5,247.25888754867722,245.34674925804927,SAI
6,227.01457553782404,218.33269116838088,SAI
7,155.84563878098334,152.01368774392608,SAI
8,233.47304221787886,227.34781566202687,SAI
9,280.50859950217824,279.86034045669993,SAI
10,297.5777231494737,296.7998840250677,SAI
11,305.4610937066667,305.7057411931726,HAM
12,309.8759905311943,310.68943885539846,HAM
13,308.08779382974797,303.1953909617778,SAI
14,132.01654120345805,124.87269056725272,SAI
15,119.58534089762853,120.59795210859757,HAM
16,97.6234500858492,95.0900329465177,SAI
17,234.38973711445888,230.66697962437317,SAI
18,284.83169377121897,284.5803883765427,SAI
19,302.7515185802554,304.285044496,HAM
20,312.1134137236424,313.8418416560224,HAM
21,316.15473258382156,313.8321468903908,SAI
22,116.89056903823256,127.47118842177089,HAM
23,201.53788571146384,196.27936296932373,SAI
24,265.19743611791796,267.4815332238711,HAM
25,281.4,280.99999744,SAI
