Minisector,HAM,LEC,Fastest
0,252.09361830275554,257.9211701399586,LEC
1,281.57458325333334,283.31500762358337,LEC
2,171.96249462275216,174.79948346204156,LEC
3,169.97526149380494,172.1850574034218,LEC
4,261.19617634707777,264.00414606062236,LEC
5,264.3632597017811,282.7841377888193,LEC
6,219.8441744005983,244.45890784217863,LEC
7,206.43102483885212,215.62475523407898,LEC
8,158.15607825162905,159.02418387467918,LEC
9,220.04887876923078,216.73712921192006,HAM
10,273.8818181818182,276.764663812987,LEC
11,127.53026165830957,128.45385461094978,LEC
12,218.9455284167383,221.83917865533297,LEC
13,272.73636363636365,274.4092263293141,LEC
14,290.13520837333334,290.9589877180953,LEC
15,294.975,297.54229168,LEC
16,219.78192239858907,236.00117175466667,LEC
17,135.21884454545454,140.27999504517044,LEC
18,140.15027046786443,142.16842792583375,LEC
19,124.97925481499495,123.76357256135287,HAM
20,222.26210542292662,235.0133321447619,LEC
21,245.36904730209525,261.58653449758424,LEC
22,235.36763457634888,238.67083541333332,LEC
23,211.74209820689654,221.1018799821821,LEC
24,147.4552390404584,146.6115016685714,HAM
25,,224.20000000000002,LEC
