Minisector,VER,STR,Fastest
0,279.27763311596635,273.11824626785017,VER
1,123.32997996385778,110.74822501233417,VER
2,156.63347438279445,162.91075078344414,STR
3,218.5940937254155,201.22786309978648,VER
4,162.6726977464263,156.147718540803,VER
5,240.34179397447338,242.26238076952382,STR
6,212.3210207483857,179.24671711608602,VER
7,132.18619168218402,134.07041403335646,STR
8,230.3340799806579,241.05305619358023,STR
9,274.3880851806862,277.0338275832977,STR
10,286.4541692212885,271.653648173545,VER
11,155.89710377638264,143.0657015620512,VER
12,226.17445644676332,232.13750637461595,STR
13,271.4897368421053,276.5886015822222,STR
14,268.46940962735965,226.87306360436364,VER
15,105.23394824750694,101.4039251300771,VER
16,219.65851337948988,231.26450988483774,STR
17,269.29851540616244,278.16188342274177,STR
18,290.120122905098,294.3892393320965,STR
19,298.28446722523705,303.47349132402877,STR
20,304.2518674136321,307.7034374666667,STR
21,293.474345194794,220.43445493900037,VER
22,158.18509878334694,161.4850007328337,STR
23,236.73399444426923,250.89210526315787,STR
24,275.1418174213075,278.6280223531136,STR
25,283.38,,VER
