Minisector,HAM,PER,Fastest
0,274.26428537142857,286.40515393729436,PER
1,289.3131316553989,310.9216185682967,PER
2,295.06870330225564,316.9775934028011,PER
3,135.33060567204262,127.92709732958976,HAM
4,212.3399166991004,202.67962249963372,HAM
5,259.3373020952381,261.22354245488503,PER
6,154.0298524540558,140.82235425688546,HAM
7,218.16564113118943,204.81763467294564,HAM
8,263.2765344229012,258.5031737904762,HAM
9,281.3319077754386,282.64436036821394,PER
10,251.7219587792175,234.98625012139465,HAM
11,188.09984170740572,182.04053491612905,HAM
12,211.8683319917136,192.81188118997989,HAM
13,152.34909780180178,141.4272398724797,HAM
14,192.6537521584918,180.00106997401912,HAM
15,181.5396805727999,164.13176616546124,HAM
16,229.6961375082413,220.49416554666666,HAM
17,247.69438174290173,238.68671816475592,HAM
18,251.4609688743764,236.96653605957582,HAM
19,244.18966520335033,243.90119169855075,HAM
20,152.0396108549894,142.76062655058203,HAM
21,135.5043630709339,137.22262538112813,PER
22,186.26315665806973,174.10583232,HAM
23,163.5737347931016,150.9726677814051,HAM
24,233.39195472171625,227.3060686626238,HAM
25,259.6124992,257.7562496,HAM
