Minisector,LEC,ALO,Fastest
0,316.404809053705,319.47064567617963,ALO
1,313.02758877428573,322.8364601234286,ALO
2,165.46970612656085,181.5941408181406,ALO
3,163.08605785219314,147.78999402764978,LEC
4,203.9678594181818,204.54653540700602,ALO
5,149.22210769711316,146.12866570439084,LEC
6,203.02739102476193,194.57108358687628,LEC
7,272.84628375896085,263.24818906890755,LEC
8,290.7403014135873,284.5064890971429,LEC
9,282.21490643361346,277.18258975108387,LEC
10,243.67010821500935,231.35251321263158,LEC
11,245.38120321176274,233.82344937172542,LEC
12,221.33792096478288,214.50197796629675,LEC
13,180.19822895042734,193.50316120137143,ALO
14,135.173937850492,137.23752002499512,ALO
15,130.83819426290518,134.77201747090464,ALO
16,205.72252393962327,167.7163656759447,LEC
17,266.99302888685713,250.09211438565194,LEC
18,207.8117674838514,265.7578946694737,ALO
19,113.09710062667362,118.44853018274462,ALO
20,205.7016147525926,167.89654679286937,LEC
21,188.83454461168947,187.40914244773822,LEC
22,250.411058469376,204.78479330666667,LEC
23,280.56030132148146,263.025723208289,LEC
24,306.3719516009015,291.9827604331381,LEC
25,316.75780288701543,305.44314856296296,LEC
