Minisector,VER,PIA,Fastest
0,250.7771297054945,259.80806613946874,PIA
1,128.80786770585513,131.812065285739,PIA
2,203.25835353514177,200.65713781604276,VER
3,245.91979048888888,245.96894031238094,PIA
4,253.14987482406562,257.36745944533334,PIA
5,171.11105437803928,173.0870140533669,PIA
6,140.94384258040162,143.39129671013433,PIA
7,181.27551798754016,182.57352601147156,PIA
8,99.27755268988936,96.1693457642469,VER
9,71.8967252777775,69.32740229531561,VER
10,96.50828391397405,91.55487569600302,VER
11,182.43659427102082,178.2440294675664,VER
12,239.83289126282972,245.64727494518516,PIA
13,256.77133892952384,270.11581899831936,PIA
14,261.8122166827925,272.27972110222225,PIA
15,104.8334309320272,106.71082799623642,PIA
16,155.74440563067543,143.82727843434972,VER
17,193.04789217452972,178.4019747798167,VER
18,196.50399269333332,191.85243819253375,VER
19,206.5433439369764,204.97436812282828,VER
20,136.78793748380951,131.21360320479843,VER
21,105.6621039165902,108.6437474974437,PIA
22,97.65666617672984,92.90791846376763,VER
23,195.33078964266667,195.83000786742804,PIA
24,248.79356329396825,250.4454161659259,PIA
25,260.0999936,,VER
