Minisector,LEC,SAI,Fastest
0,295.0913591272178,304.53290716625173,SAI
1,164.25554570923754,161.04771833242313,LEC
2,183.95038606772488,170.43479843140707,LEC
3,258.5700632868623,248.71337541511377,LEC
4,286.2332376973471,285.00467642015184,LEC
5,263.2430101414141,234.38988395438017,LEC
6,235.14401656170645,220.51268955639793,LEC
7,152.4485585793575,150.48253721281222,LEC
8,227.4196825221171,224.895093818158,LEC
9,280.7084605375163,282.13157524492715,SAI
10,299.9570286595969,307.2571628830926,SAI
11,310.1395899870079,324.28213809724315,SAI
12,316.7732215008772,336.4335239517147,SAI
13,313.7780215856242,328.1797088752811,SAI
14,135.2697279424785,120.66079335415196,LEC
15,115.02256285686082,117.37454961257488,SAI
16,103.26043071573388,110.2948875333669,SAI
17,233.94569256267113,240.72937345461085,SAI
18,284.49601809831614,288.7916278793612,SAI
19,304.48878060344396,315.3765281740606,SAI
20,315.19583510933336,332.67370379595025,SAI
21,314.9091025932524,333.24412848,SAI
22,124.30612101152833,116.09691717610862,LEC
23,208.285576336,213.7390817053968,SAI
24,272.7105631453974,276.11896457306773,SAI
