Minisector,PER,STR,Fastest
0,303.91072531131414,306.99765383822313,STR
1,319.2569443047619,323.4341270857143,STR
2,306.27193941471864,290.8057979494824,PER
3,107.7717581233795,110.05721310657005,STR
4,221.3407248172043,223.1573588141892,STR
5,278.99412852678057,272.6856664746667,PER
6,226.97694634666667,211.132242742357,PER
7,158.06042357614194,162.30546066616262,STR
8,216.28715517542244,205.99496262494065,PER
9,225.13549734376357,220.24363580183228,PER
10,121.47026485586406,119.52701887526467,PER
11,226.6760052597701,226.58335984899148,PER
12,127.33592983927305,123.03703470118174,PER
13,222.75131667396562,226.4336109511111,STR
14,276.97166640761907,275.63310705871606,PER
15,226.81625129955555,206.90974426213106,PER
16,192.76785651809524,194.52321852344016,STR
17,251.54675921382716,246.40622544500522,PER
18,213.47916813333333,193.99965878058026,PER
19,176.31751183352492,187.2512179863202,STR
20,260.82976321929453,264.5359484557392,STR
21,281.47577641909703,279.4380456761905,PER
22,181.78796138595823,173.33501225683946,PER
23,214.06854744086021,218.37089618613513,STR
24,266.85178855500226,268.28099773056937,STR
25,280.0,,PER
