Minisector,HAM,SAI,Fastest
0,305.1404513333333,303.7939278588573,HAM
1,289.7810588756849,285.1513888888889,HAM
2,181.50345331317496,174.4738020938632,HAM
3,205.21052862641505,194.68416676571428,HAM
4,228.63890562723893,221.33656543668113,HAM
5,268.7897953599224,267.52616669866666,HAM
6,238.0113113904762,230.38376336919538,HAM
7,213.04583195235213,207.38828143333333,HAM
8,169.0070472800993,165.84871004444443,HAM
9,178.9063566596491,168.97396516294398,HAM
10,184.2151117259941,180.49627205614036,HAM
11,209.7007844327246,204.69659462648073,HAM
12,241.50171096155046,240.57854987210885,HAM
13,172.35000761442308,164.95370335821713,HAM
14,249.76155035202822,244.0349079301646,HAM
15,277.17972740491524,277.03900936197505,HAM
16,264.26916740266665,271.45102375619047,SAI
17,250.15043418773433,264.1246024956455,SAI
18,244.13120938703906,253.11712983703706,SAI
19,244.08898883809525,250.31582638392513,SAI
20,258.6742525835326,230.74642119654695,HAM
21,189.21512852932224,164.43128353503113,HAM
22,224.73287535167955,235.11397843021345,SAI
23,279.08251414603177,279.47310247763915,SAI
24,297.8940396572221,297.28666671999997,HAM
25,303.25416640000003,,HAM
