Minisector,HAM,ALO,Fastest
0,270.8182254730159,266.1545639836735,HAM
1,292.7723584059321,284.8035985138903,HAM
2,301.8255024453637,291.98910776395593,HAM
3,134.6069783126121,129.0450418046257,HAM
4,197.41291843280325,188.61092843515297,HAM
5,255.58313508571428,251.90211168282383,HAM
6,148.48861282529282,145.23461778243018,HAM
7,210.33792775923808,200.67563350844225,HAM
8,260.36854956658766,252.37666517532995,HAM
9,279.21204590018556,275.2800818240422,HAM
10,239.50102949869074,240.65217409855074,ALO
11,191.4472761391232,184.91567767298937,HAM
12,190.02778433265973,189.84817267163686,HAM
13,152.17819967219327,154.25774381607033,ALO
14,183.88207820125902,178.08019064931372,HAM
15,169.20914475924343,167.67410142661421,HAM
16,217.91182566893292,215.38138960324525,HAM
17,236.1103123382246,240.07272688484846,ALO
18,240.14561855303782,235.20759687101815,HAM
19,252.3624993015873,248.36581490267687,HAM
20,147.79175449851698,142.07580400180439,HAM
21,141.41706228268018,141.34242624078465,HAM
22,172.88393441254547,168.13370146836934,HAM
23,157.4768307434736,153.58655682539683,HAM
24,230.0600529183158,221.43009273732466,HAM
25,,251.4500032,ALO
