Minisector,HAM,LEC,Fastest
0,297.0517049212121,302.003968152381,LEC
1,321.8294579307463,324.9108716317889,LEC
2,316.12229106285713,318.8427083733333,LEC
3,191.10547381464448,184.31187780491018,HAM
4,229.0230543648352,228.58511878095237,HAM
5,217.80580552494845,212.6427839060523,HAM
6,204.53526908254895,197.81006315238096,HAM
7,220.65184345989772,219.24154853448522,HAM
8,258.6018336609524,260.5830226815735,LEC
9,264.33685604489574,267.3513893333333,LEC
10,182.29815638715493,178.6504398235876,HAM
11,244.1397233446129,245.92547112693254,LEC
12,126.99151955896353,122.73918429951925,HAM
13,232.24578077851038,236.6005030521166,LEC
14,274.8036536571644,280.50896457416604,LEC
15,284.95802269813663,291.5301586793651,LEC
16,214.26938991379402,214.4380846386079,LEC
17,194.0275018969407,187.28515749252153,HAM
18,271.7413524009319,277.88169451548526,LEC
19,295.4202001277979,303.5137783545863,LEC
20,307.65875008,314.9789473684211,LEC
21,308.48583326476194,314.94211066213535,LEC
22,261.3184014222222,264.59831344761903,LEC
23,124.15553860835739,114.91949697897574,HAM
24,248.34246898390788,246.36937848359358,HAM
25,277.7000021333333,283.06666666666666,LEC
