Minisector,VER,SAI,Fastest
0,306.5934525714286,304.81765782588235,VER
1,240.69871278370442,252.05483067029476,SAI
2,130.5712686454144,126.33874823819919,VER
3,240.62635629241413,239.22700824130965,VER
4,196.22387466884354,186.43036034836035,VER
5,251.66877437963524,247.94270741351474,VER
6,232.27544132368254,231.90819271657256,VER
7,257.4978761127619,254.08393377645712,VER
8,292.2750154609778,289.88341328761766,VER
9,213.73824402827623,207.75549681962482,VER
10,199.6306631329225,198.68408864420346,VER
11,276.55681004969694,270.7999320480149,VER
12,214.0681007520569,209.51958495142858,VER
13,247.4312142615873,246.80769101418002,VER
14,293.1183615370248,288.67997888487616,VER
15,309.663148277539,305.48579844697264,VER
16,311.8826057707231,306.28371195151516,VER
17,212.23886390263175,203.96788290029394,VER
18,260.24765645235885,258.02095628359785,VER
19,299.7006625713823,293.0787638216887,VER
20,311.59098632623375,307.41253391044154,VER
21,315.4003750933333,309.97786809950935,VER
22,152.7774522695506,153.2327654503112,SAI
23,233.49005632257897,226.80562939695272,VER
24,288.1401241411992,286.06020336256177,VER
25,,299.0,SAI
